lugar de interes,distancia min,estacion bici max,direccion de lugar de interes,bicis disponibles
Factoría Industrial de Villaverde,6750.848682119696,Calle Antonio López nº 129,AVENIDA REAL DE PINTO 162,19
Faro de la Moncloa,328.75411995608255,Paseo de Moret nº 2,AVENIDA MEMORIA 2,12
Fernán Gómez Centro Cultural de la Villa,103.96816193874753,Calle Goya nº 1,PLAZA COLON 4,14
Frontón Beti Jai,275.4827201181582,Glorieta Rubén Darío 2,CALLE MARQUES DEL RISCAL 7,8
Fuencarral - El Pardo. Unidad de Participación Ciudadana y Cooperación Público Social,2211.7099677245387,Calle Azucenas nº 1,AVENIDA MONFORTE DE LEMOS 40 Junta Municipal del Distrito de Fuencarral - El Pardo,12
Galería de Cristal del Palacio de Cibeles,141.3313636532696,Plaza Cibeles,CALLE MONTALBAN 1,21
Grupo Municipal Más Madrid,173.14720720859168,Plaza de Ramales,CALLE MAYOR 71 PLANTA 1ª y 2ª,11
Grupo Municipal Socialista de Madrid,173.14720720859168,Plaza de Ramales,CALLE MAYOR 71 PLANTA 3ª y 4ª,11
Grupo Municipal del Partido Popular,116.37222267560969,Plaza del Cordón,PLAZA VILLA 5,12
Hemeroteca Municipal,83.38087258648406,Calle Conde Duque nº 22,CALLE CONDE DUQUE 11,23
Hortaleza. Unidad de Participación Ciudadana y Cooperación Público Social,2209.8924208409544,Calle Condesa de Venadito nº 2,CARRETERA CANILLAS 2 Junta Municipal del Distrito de Hortaleza.,12
IFEMA MADRID Palacio Municipal,4188.622552875141,Calle Carlota O'Neill nº 32,AVENIDA CAPITAL DE ESPAÑA MADRID 7,14
"IFEMA MADRID, Institución Ferial de Madrid",4294.9634081784625,Calle Carlota O'Neill nº 32,AVENIDA PARTENON 5,14
Imprenta Municipal - Artes del libro,58.973176929303584,Plaza del Conde de Romanones nº 9,CALLE CONCEPCION JERONIMA 15,16
Información Urbana,4036.8691740140403,Calle Carlota O'Neill nº 32,CALLE RIBERA DEL SENA 21 PLANTA Baja,14
Instalación Deportiva Básica Sala Municipal de Esgrima,119.77963667633817,Calle Santander esquina con Avenida de Filipinas,AVENIDA FILIPINAS 7,5
Instalación Deportiva Municipal Básica Boston,134.8586375815037,Avenida de Camilo José Cela nº 23,CALLE BOSTON 1,18
Instalación Deportiva Municipal Básica Canillas - Club Deportivo Canillas,2765.158911280538,Calle Carlota O'Neill nº 32,CALLE AGUSTIN DE ITURBIDE 1,14
Instalación Deportiva Municipal Básica Club de Petanca Esperanza de Canilllas,1888.0867584758885,Calle Carlota O'Neill nº 32,CALLE SILVANO 63 c/v Andorra,14
Instalación Deportiva Municipal Básica Esperanza II,1832.2749125398257,Calle Carlota O'Neill nº 32,CALLE SILVANO 61,14
Instalación Deportiva Municipal Básica Eva Duarte,370.51642288935113,Calle Ortega y Gasset nº 87,CALLE DOCTOR GOMEZ ULLA 9,3
Instalación Deportiva Municipal Básica Gran Vía de Hortaleza,2006.3260608273101,Avenida Pío XII nº 3,AVENIDA GRAN VIA DE HORTALEZA 1,18
Instalación Deportiva Municipal Básica Jardín de Portugalete,1604.828373975797,Calle Carlota O'Neill nº 32,CALLE ULISES 23,14
Instalación Deportiva Municipal Básica La Albufera,1559.6388363174212,Calle Hacienda de Pavones nº 342,AVENIDA ALBUFERA 287 frente al 36-38,18
Instalación Deportiva Municipal Básica Maruja Mallo,4328.6025502729035,Calle Carlota O'Neill nº 32,AVENIDA MARUJA MALLO 7 c/v Conchita Montes,14
Instalación Deportiva Municipal Básica Miguel Riesco,2838.3567165512804,Calle Carlota O'Neill nº 32,CALLE MIGUEL RIESCO 7,14
Instalación Deportiva Municipal Básica Orión-Jupiter,8502.366735663594,Calle Carlota O'Neill nº 32,CALLE ORION 52,14
Instalación Deportiva Municipal Básica Parque Adelfas,393.0696708530712,Plaza del Conde de Casal nº 8,CALLE MARTINEZ CORROCHANO esquina  con calle Luis Mitjans 26,6
Instalación Deportiva Municipal Básica Parque Breogán,54.15256135941612,Avenida de Brasilia frente al nº 9,AVENIDA BRASILIA 2,8
Instalación Deportiva Municipal Básica Ronda Sur,2270.5521717019706,Calle Arroyo del Olivar nº 6,RONDA SUR 231 c/v Barros,24
Instalación Deportiva Municipal Básica Torrespaña - Fuente del Berro (centro deportivo),428.053527889665,Calle Sancho Dávila esquina Paseo Marqués de Zafra,CALLE NUDO M-30 C/V ALCALDE SAINZ DE BARANDA 94,13
Instituto de Adicciones,442.89543102560214,Plaza del Conde de Casal nº 8,AVENIDA MEDITERRANEO 62 PLANTA 5ª,6
Jardines del Descubrimiento,87.57180133931968,Calle Goya nº 1,CALLE GOYA 2,14
Jefatura Superior de Policía Municipal,1298.6546467783696,Plaza Puerta del Ángel nº 4,AVENIDA PRINCIPAL 6,17
Junta Arbitral de Consumo,70.50963839268466,Calle María Francisca nº 1,CALLE PRINCIPE DE VERGARA 140,4
Junta Municipal del Distrito de Arganzuela,161.4635220606404,Paseo de la Chopera nº 14,PASEO CHOPERA 10,4
Junta Municipal del Distrito de Barajas,8655.952536736162,Calle Gutierre de Cetina nº 77,PLAZA MERCURIO 1,6
Junta Municipal del Distrito de Carabanchel,3394.864739510003,Glorieta Marqués de Vadillo nº 9,PLAZA CARABANCHEL 1,5
Junta Municipal del Distrito de Centro,143.02626663609956,Plaza de San Miguel nº 9,CALLE MAYOR 72,14
Junta Municipal del Distrito de Chamartín,103.62896970478016,Calle María Francisca nº 1,CALLE PRINCIPE DE VERGARA 142,4
Junta Municipal del Distrito de Chamberí,339.8647136943198,Calle Manuel Silvela nº 20,PLAZA CHAMBERI 4,19
Junta Municipal del Distrito de Ciudad Lineal,832.2272028102101,Calle Gutierre de Cetina nº 77,CALLE HERMANOS GARCIA NOBLEJAS 16,6
Junta Municipal del Distrito de Fuencarral - El Pardo,2211.124234902254,Calle Azucenas nº 1,AVENIDA MONFORTE DE LEMOS 40,12
Junta Municipal del Distrito de Hortaleza,2210.194733306822,Calle Condesa de Venadito nº 2,CARRETERA CANILLAS 2,12
Junta Municipal del Distrito de Latina,4806.757453335591,Calle Caramuel nº 51,AVENIDA LAS AGUILAS 2,7
Junta Municipal del Distrito de Moncloa - Aravaca,850.7482636045875,Calle Francos Rodríguez nº 62,CALLE FRANCOS RODRIGUEZ 77,3
Junta Municipal del Distrito de Moratalaz,333.2762192086215,Calle Hacienda de Pavones nº 342,CALLE FUENTE CARRANTONA 8,18
Junta Municipal del Distrito de Puente de Vallecas,1481.8166640572558,Camino de Valderribas nº 94,CALLE SIERRA SALVADA 6,21
Junta Municipal del Distrito de Retiro,191.20336300390244,Calle León Gil de Palacio nº 3,PLAZA DAOIZ Y VELARDE 2,10
Junta Municipal del Distrito de Salamanca,71.99586979018876,Calle Ayala nº 44,CALLE VELAZQUEZ 52,1
Junta Municipal del Distrito de San Blas - Canillejas,3540.3382140310687,Calle Gutierre de Cetina nº 77,AVENIDA ARCENTALES 28,6
Junta Municipal del Distrito de Tetuán,469.0356479874727,Calle Azucenas nº 1,CALLE BRAVO MURILLO 357,12
Junta Municipal del Distrito de Usera,1374.4379251266034,Calle San Delfín nº 9,AVENIDA RAFAELA YBARRA 41,17
Junta Municipal del Distrito de Vicálvaro,3198.5003346825956,Calle Hacienda de Pavones nº 342,PLAZA DON ANTONIO DE ANDRES 18,18
Junta Municipal del Distrito de Villa de Vallecas,2803.1617197791948,Calle Hacienda de Pavones nº 342,PASEO FEDERICO GARCIA LORCA 12,18
Junta Municipal del Distrito de Villaverde,4601.557444950286,Calle Antonio López nº 129,CALLE ARROYO BUENO 53,19
La Nave,4514.703330858015,Calle Antonio López nº 129,CALLE CIFUENTES 5,19
Laboratorio de Análisis Clínicos,140.94123534097136,Calle Ortega y Gasset nº 87,CALLE MONTESA 22 Edificio D,3
Laboratorio de Salud Pública,3044.591227121294,Calle Carlota O'Neill nº 32,CALLE EMIGRANTES 20,14
Latina. Unidad de Participación Ciudadana y Cooperación Público Social,4974.295036044546,Calle Caramuel nº 51,AVENIDA LAS ÁGUILAS 2 Junta Municipal del Distrito de Latina,7
Madrid Caja Mágica,2317.280665285345,Calle Sodio nº 1B,CAMINO PERALES 23,11
Madrid Convention Bureau,85.47719476761004,Calle Mayor nº 20,PLAZA MAYOR 27 PLANTA 4ª,27
Madrid Emprende,94.84070957760035,Calle María Francisca nº 1,CALLE CARTAGENA 178 PLANTA 1ª,4
Madrid Film Office,85.47719476761004,Calle Mayor nº 20,PLAZA MAYOR 27,27
Madrid Food Innovation Hub,4922.96420549747,Calle Antonio López nº 129,PASEO ALBERTO PALACIOS 13,19
Madrid Innovation Lab (MIL),247.0978148475752,Calle José Abascal frente al nº 2,"CALLE BRAVO MURILLO 39 Colonia “San Cristóbal” entrada desde la plaza y secundaria C/ Magallanes, 44",9
Madrid International Lab,141.80972959256528,Plaza de San Francisco nº 5,CALLE BAILEN 41,16
Madrid in Game,1326.6715262760038,Plaza Puerta del Ángel nº 4,AVENIDA PRINCIPAL 3,17
Matadero Madrid,180.33204271348592,Calle Bolívar nº 3,PLAZA LEGAZPI 8,15
Medialab Matadero,62.2725404203129,Paseo de la Chopera nº 14,PASEO CHOPERA 14,4
Mercadillo de Navidad del Bulevar de Peña Gorbea,244.52970230729878,Calle Arroyo del Olivar nº 6,CALLE PE&amp;Ntilde;A GORBEA  entre calle Concordia y Avenida del Monte Igueldo,24
Mercadillo de las Artes (Distrito Centro),101.83953591801587,Calle San Andrés nº 18,PLAZA DOS DE MAYO ,23
"Mercadillo de pinos, abetos y otros elementos vegetales de carácter ornamental navideño",85.47719476761004,Calle Mayor nº 20,PLAZA MAYOR ,27
Mercadillo en la vía pública San Fermín (Distrito Usera),2317.280665285345,Calle Sodio nº 1B,CAMINO PERALES 23,11
Mercadillo en la vía pública UVA Hortaleza (Distrito Hortaleza),3437.3524349667373,Avenida Pío XII nº 3,CARRETERA ESTACION DE HORTALEZA ,18
Mercadillo en la vía pública de Camino de las Cruces (Distrito Carabanchel),4868.48971418442,Calle Caramuel nº 51,CAMINO CRUCES ,7
Mercadillo en la vía pública de Orcasur (Distrito Usera),2325.161725401245,Calle Antonio López nº 129,AVENIDA ORCASUR ,19
Mercadillo en la vía pública de Parque de la Cornisa (Distrito Centro),158.50793017664733,Calle Ribera de Curtidores nº 28,PLAZA CAMPILLO DEL MUNDO NUEVO ,12
Mercadillo en la vía pública de Ronda del Sur (Distrito Puente de Vallecas),2270.724009415565,Calle Arroyo del Olivar nº 6,RONDA SUR ,24
Mercadillo en la vía pública de San Restituto (Distrito Moncloa-Aravaca),1017.18250210501,Calle Francos Rodríguez nº 62,CALLE SAN RESTITUTO ,3
Mercadillo en la vía pública de Vía Lusitana (Distrito Carabanchel),1721.2686123370106,Glorieta Marqués de Vadillo nº 9,CALLE VIA LUSITANA ,5
Mercadillo en la vía pública de la calle Aragoneses (Distrito Puente Vallecas),2295.173720871794,Calle Hacienda de Pavones nº 342,CALLE ARAGONESES ,18
Mercadillo en la vía pública de la calle Fontarrón (Distrito Puente de Vallecas),833.8095482586903,Calle Arroyo de las Pilillas nº 6,CALLE RAMON PEREZ DE AYALA 116,18
Mercadillo en la vía pública de la calle Sierra Gorda (Distrito Villa de Vallecas),2821.1292911046785,Calle Hacienda de Pavones nº 342,CALLE SIERRA GORDA  23-25,18
Mercadillo en la vía pública de la calle Villablanca (Distrito Vicálvaro),3065.1883499616265,Calle Hacienda de Pavones nº 342,CALLE VILLABLANCA ,18
Mercadillo en la vía pública. El Rastro,348.53957196738196,Plaza de la Cebada nº 16 ,CALLE RIBERA DE CURTIDORES  Y OTRAS,23
Mercado municipal de Alto de Extremadura,751.4397717823,Calle Caramuel nº 51,PASEO JESUITAS 44,7
Mercado municipal de Antón Martín,93.43664010007146,Calle Atocha nº 54,CALLE SANTA ISABEL 5,14
Mercado municipal de Argüelles,112.78130603373455,Calle Altamirano nº 24,CALLE ALTAMIRANO 7,10
Mercado municipal de Bami,413.9747272109981,Avenida de Daroca nº 2,PLAZA BAMI 32,20
Mercado municipal de Barceló,128.61466614657303,Calle Barceló nº 7,CALLE BARCELO 6,21
Mercado municipal de Chamartín,191.23037002306904,Calle Colombia nº 7,CALLE BOLIVIA 9,6
Mercado municipal de Chamberí,158.89623944857502,Calle Santa Engracia nº 87,CALLE ALONSO CANO 10,14
Mercado municipal de Diego de León,132.15176924943296,Calle Velázquez nº 91,CALLE DIEGO DE LEON 26,4
Mercado municipal de Doña Carlota,87.54722660860867,Calle Sierra Toledana nº 33,CALLE DOCTOR LOZANO 16,9
Mercado municipal de Guillermo de Osma,266.9542922500708,Calle Alicante nº 3,CALLE MIGUEL ARREDONDO 4,14
Mercado municipal de Guzmán el Bueno,80.28280494469675,Calle Fernando el Católico nº 61,CALLE ANDRES MELLADO 43,17
Mercado municipal de Ibiza,87.62967740913507,Calle Ibiza nº 18,CALLE IBIZA 8,13
Mercado municipal de La Guindalera,147.02125739802165,Calle Cartagena nº 34,CALLE ERASO 14,1
Mercado municipal de Las Ventas,240.3057610934021,Calle Virgen de la Alegría nº 18,CALLE VIRGEN DE LA ALEGRIA 10,19
Mercado municipal de Las Águilas,5655.833873746772,Calle Caramuel nº 51,CALLE BLAS CABRERA 125,7
Mercado municipal de Maravillas,173.59778376472238,Calle Doctor Santero nº 1,CALLE BRAVO MURILLO 122,2
Mercado municipal de Moratalaz,396.6226667462649,Calle Camino de los Vinateros nº 108,CALLE CAÑADA 17,18
Mercado municipal de Numancia,699.1938788209194,Camino de Valderribas nº 94,CALLE JOSEFA DIAZ 4,21
Mercado municipal de Orcasitas,2791.906285948457,Calle Antonio López nº 129,CALLE VILLABONA 2,19
Mercado municipal de Pacífico,314.47522606592855,Avenida del Mediterráneo nº 19,CALLE VALDERRIBAS 30,17
Mercado municipal de Prosperidad,116.53836573264431,Calle Suero de Quiñones nº 2,CALLE LOPEZ DE HOYOS 81,10
Mercado municipal de Puente de Vallecas,256.29937804291427,Calle Arroyo del Olivar nº 6,CALLE MARTINEZ DE LA RIVA 4,24
Mercado municipal de Puerta Bonita,2756.9928960510288,Glorieta Marqués de Vadillo nº 9,CALLE MATILDE HERNANDEZ 100,5
Mercado municipal de San Antón,45.69272916256829,Calle Augusto Figueroa nº 33,CALLE AUGUSTO FIGUEROA 24,24
Mercado municipal de San Cristóbal,113.30275142115823,Paseo de la Castellana nº 298,CALLE CONDE DE TORRALBA 11,13
Mercado municipal de San Enrique,148.92167326921356,Calle San Germán nº 57,CALLE SAN ENRIQUE 16,5
Mercado municipal de San Fernando (Embajadores),241.41666299988515,Calle Mesón de Paredes nº 35,CALLE EMBAJADORES 41,9
Mercado municipal de San Isidro,1204.6780320524954,Glorieta Marqués de Vadillo nº 9,CALLE SAN PATRICIO 1,5
Mercado municipal de San Pascual,281.55214976748687,Calle Derechos Humanos nº 12,CALLE VIRGEN DEL VAL 9,7
Mercado municipal de Santa Eugenia,3756.8303894771725,Calle Hacienda de Pavones nº 342,CALLE VIRGEN DE LAS VIÑAS 16,18
Mercado municipal de Santa María de la Cabeza,207.35687473440348,Paseo de Santa María de la Cabeza nº 58,PASEO SANTA MARIA DE LA CABEZA 41,6
Mercado municipal de Tirso de Molina,268.1326367050572,Plaza Puerta del Ángel nº 4,CALLE DOÑA URRACA 15,17
Mercado municipal de Vicálvaro,2994.033596667937,Calle Hacienda de Pavones nº 342,PASEO ARTILLEROS 31,18
Mercado municipal de Villa de Vallecas,2701.0159192157307,Calle Hacienda de Pavones nº 342,CALLE SIERRA VIEJA 61,18
Mercado municipal de la Cebada,104.54059910394369,Plaza de la Cebada nº 16 ,PLAZA CEBADA 17,23
Mercado municipal de la Paz,179.15431444473367,Calle Claudio Coello nº 45,CALLE AYALA 28,7
Mercado municipal de la Remonta,158.7173017909455,Calle Azucenas nº 1,CALLE BRAVO MURILLO 327,12
Mercado tradicional de Navidad,85.47719476761004,Calle Mayor nº 20,PLAZA MAYOR ,27
Moncloa - Aravaca. Unidad de Participación Ciudadana y Cooperación Público Social,142.63247117580278,Paseo de Moret nº 2,PLAZA MONCLOA 1,12
Moratalaz. Unidad de Participación Ciudadana y Cooperación Público Social,334.5723113039299,Calle Hacienda de Pavones nº 342,CALLE FUENTE CARRANTONA 8 Junta Municipal del Distrito de Moratalaz.,18
Museo de Arte Contemporáneo de Madrid,18.34592667767724,Calle Conde Duque nº 22,CALLE CONDE DUQUE 9,23
Museo de Bomberos de Madrid,912.2472228892938,Camino de Valderribas nº 94,CALLE BOADA 4,21
Museo de Escultura al Aire Libre de la Castellana,39.84330842766066,Paseo de la Castellana nº 42,PASEO CASTELLANA 40,6
Museo de Historia de Madrid,111.96287904012402,Calle Barceló nº 7,CALLE FUENCARRAL 78,21
Museos Metro de Madrid. Estación de Chamberí,289.92178897569335,Calle Manuel Silvela nº 20,PLAZA CHAMBERI,19
Nave 10 Matadero. Creación Dramática Contemporánea,62.2725404203129,Paseo de la Chopera nº 14,PASEO CHOPERA 14,4
Nave de Motores de Pacífico,224.56160116195767,Calle Doctor Esquerdo nº 191,CALLE VALDERRIBAS 49,12
Nave de Terneras del Centro Cultural Casa del Reloj,127.97722295511193,Paseo de la Chopera nº 14,PASEO CHOPERA 10,4
Naves del Español Matadero,62.2725404203129,Paseo de la Chopera nº 14,PASEO CHOPERA 14,4
"Negociado de Autorizaciones de Rodajes, retransmisiones y reportajes fotográficos",1149.978212296386,Calle Gutierre de Cetina nº 77,"CALLE ALBARRACIN 33 PLANTA BAJA,",6
Negociado de Autorizaciones de tarjetas de estacionamiento,1149.978212296386,Calle Gutierre de Cetina nº 77,CALLE ALBARRACIN 33 PLANTA BAJA,6
"Negociados de Control de Garantías I, II y III. Área de Gobierno de Economía, Innovación y Hacienda",33.94713656987756,Calle Prim nº 2,"CALLE BARQUILLO 17 PLANTA 3.ª Entrada por la calle Augusto Figueroa, 36",24
Oficina Auxiliar de Atención a la Ciudadanía Aravaca (OAC). Línea Madrid Moncloa - Aravaca,6354.341509657353,Avenida Complutense nº 23,CALLE ZARZA 20,8
Oficina Auxiliar de Atención a la Ciudadanía El Pardo (OAC). Línea Madrid Fuencarral - El Pardo,9346.289307026887,Avenida Complutense nº 23,PLAZA EL PARDO 2,8
Oficina Auxiliar de Atención a la Ciudadanía Valverde (OAC). Línea Madrid Fuencarral - El Pardo,1556.626976150505,Calle Pedro Rico nº 4,PLAZA ISLAS AZORES 1,3
Oficina Municipal contra el Fraude y la Corrupción del Ayuntamiento de Madrid,81.54593642112701,Plaza del Cordón,PLAZA DE LA VILLA 4 PLANTA 2.ª,12
Oficina Municipal de Información al Consumidor (OMIC). Distrito de Arganzuela,124.43624384924756,Paseo de la Chopera nº 14,PASEO CHOPERA 10,4
Oficina Municipal de Información al Consumidor (OMIC). Distrito de Barajas,8655.952536736162,Calle Gutierre de Cetina nº 77,PLAZA MERCURIO 1,6
Oficina Municipal de Información al Consumidor (OMIC). Distrito de Carabanchel,3394.864739510003,Glorieta Marqués de Vadillo nº 9,PLAZA CARABANCHEL 1,5
Oficina Municipal de Información al Consumidor (OMIC). Distrito de Centro,144.87333486136993,Plaza de San Miguel nº 9,CALLE MAYOR 72,14
Oficina Municipal de Información al Consumidor (OMIC). Distrito de Ciudad Lineal,856.4481744952232,Calle Gutierre de Cetina nº 77,CALLE HERMANOS GARCIA NOBLEJAS 14,6
Oficina Municipal de Información al Consumidor (OMIC). Distrito de Fuencarral -El Pardo,2218.891956067838,Calle Azucenas nº 1,AVENIDA MONFORTE DE LEMOS 40,12
Oficina Municipal de Información al Consumidor (OMIC). Distrito de Hortaleza,2208.8898107067307,Calle Condesa de Venadito nº 2,CARRETERA CANILLAS 2,12
Oficina Municipal de Información al Consumidor (OMIC). Distrito de Latina,5227.6561912392835,Calle Caramuel nº 51,CALLE FUERTE DE NAVIDAD 15,7
Oficina Municipal de Información al Consumidor (OMIC). Distrito de Moncloa - Aravaca,142.00816427610994,Paseo de Moret nº 2,PLAZA MONCLOA 1,12
Oficina Municipal de Información al Consumidor (OMIC). Distrito de Puente de Vallecas,316.1172684480275,Calle Arroyo del Olivar nº 6,AVENIDA ALBUFERA 42,24
Oficina Municipal de Información al Consumidor (OMIC). Distrito de Retiro,182.82498505806933,Calle León Gil de Palacio nº 3,AVENIDA CIUDAD DE BARCELONA 162,10
Oficina Municipal de Información al Consumidor (OMIC). Distrito de Salamanca,129.3774221744736,Calle Ayala nº 44,CALLE NUÑEZ DE BALBOA 40,1
Oficina Municipal de Información al Consumidor (OMIC). Distrito de San Blas - Canillejas,3539.3937121393988,Calle Gutierre de Cetina nº 77,AVENIDA ARCENTALES 28,6
Oficina Municipal de Información al Consumidor (OMIC). Distrito de Tetuán,459.7308306412738,Calle Azucenas nº 1,CALLE BRAVO MURILLO 357,12
Oficina Municipal de Información al Consumidor (OMIC). Distrito de Usera,1368.8794010022273,Calle San Delfín nº 9,AVENIDA RAFAELA YBARRA 41,17
Oficina Municipal de Información al Consumidor (OMIC). Distrito de Villa de Vallecas,2803.021524596664,Calle Hacienda de Pavones nº 342,PASEO FEDERICO GARCIA LORCA 12,18
Oficina Municipal de Información al Consumidor (OMIC). Distrito de Villaverde,4625.473037824845,Calle Antonio López nº 129,CALLE ARROYO BUENO 53,19
Oficina Municipal de Información al Consumidor Central (OMIC),70.50963839268466,Calle María Francisca nº 1,CALLE PRINCIPE DE VERGARA 140,4
Oficina Municipal de Vida Independiente para personas con discapacidad intelectual o del desarrollo,3943.8967430331845,Calle Caramuel nº 51,"CALLE VALMOJADO 177 Parque Aluche, entrada a la altura de la calle Valmojado, 177.",7
Oficina Verde,122.46652204491535,Calle Juan Martín el Empecinado nº 16,CALLE BUSTAMANTE  esquina a calle Villa del Prado,18
"Oficina de Acreditación. Área de Gobierno de Urbanismo, Medio Ambiente y Movilidad",4036.8691740140403,Calle Carlota O'Neill nº 32,CALLE RIBERA DEL SENA 21 PLANTA Baja,14
Oficina de Apoyo en la Atención a la Ciudadanía las Tablas (OAC). Línea Madrid Fuencarral – El Pardo,3329.19906550128,Calle Pedro Rico nº 4,CALLE CAPISCOL 5,3
Oficina de Asistencia en Materia de Registro. Agencia Tributaria de Madrid,90.32461954355252,Plaza del Cordón,CALLE SACRAMENTO 3 PLANTA BAJA,12
Oficina de Asistencia en Materia de Registro. Dirección General de Gestión y Vigilancia de la Circulación,1157.0294730731073,Calle Gutierre de Cetina nº 77,CALLE ALBARRACIN 33,6
Oficina de Asistencia en Materia de Registro. Informática del Ayuntamiento de Madrid (IAM),1149.978212296386,Calle Gutierre de Cetina nº 77,CALLE ALBARRACIN 33,6
Oficina de Asistencia en Materia de Registro. Madrid Salud,435.1253132973911,Plaza del Conde de Casal nº 8,AVENIDA MEDITERRANEO 62,6
"Oficina de Asistencia en Materia de Registro. Portavoz, Seguridad y Emergencias",70.50963839268466,Calle María Francisca nº 1,CALLE PRINCIPE DE VERGARA 140,4
Oficina de Asistencia en Materia de Registro. Tribunal Económico - Administrativo Municipal de Madrid (TEAMM),146.06171089626002,Calle Segovia nº 26,CALLE MAYOR 83,9
Oficina de Asistencia en Materia de Registro. Vicealcaldía,141.3313636532696,Plaza Cibeles,CALLE MONTALBAN 1,21
Oficina de Asistencia en Materia de Registro. Área Gobierno Políticas de Vivienda,4039.1815070623934,Calle Carlota O'Neill nº 32,CALLE RIBERA DEL SENA 21,14
"Oficina de Asistencia en Materia de Registro. Área de Gobierno de Economía, Innovación y Hacienda",92.361341910865,Calle Alcalá nº 49,CALLE ALCALA 45,30
"Oficina de Asistencia en Materia de Registro. Área de Gobierno de Políticas Sociales, Familia e Igualdad",140.98684998427183,Glorieta de la Puerta de Toledo nº 1,RONDA TOLEDO 10,13
"Oficina de Atención Integral al Contribuyente (OAIC). Calle Hierro, 27 (Legazpi)",154.1922048029547,Calle Sodio nº 1B,CALLE HIERRO 27,11
"Oficina de Atención Integral al Contribuyente (OAIC). Calle Raimundo Fernández Villaverde, 32",173.79501318332737,Calle Raimundo Fernández Villaverde nº 33,CALLE RAIMUNDO FERNANDEZ VILLAVERDE 32,2
"Oficina de Atención Integral al Contribuyente (OAIC). Calle Sacramento, 3 (junto a Plaza de la Villa)",90.32461954355252,Plaza del Cordón,CALLE SACRAMENTO 3,12
Oficina de Atención a la Ciudadanía (OAC) Arganzuela. Línea Madrid,161.4635220606404,Paseo de la Chopera nº 14,PASEO CHOPERA 10,4
Oficina de Atención a la Ciudadanía (OAC) Barajas. Línea Madrid,8656.760131359966,Calle Gutierre de Cetina nº 77,PLAZA MERCURIO 1,6
Oficina de Atención a la Ciudadanía. (OAC) Numancia. Línea Madrid Distrito Puente de Vallecas,244.81271892837387,Avenida de la Albufera nº 6,CALLE MONTE OLIVETI 14,15
Oficina de Atención a la Ciudadanía. (OAC) Sanchinarro. Línea Madrid Distrito Hortaleza,3562.2516235911917,Paseo de la Castellana nº 298,CALLE PRINCESA DE EBOLI 29,13
Oficina de Atención a la Ciudadanía.(OAC) Carabanchel. Línea Madrid,2714.2633657093047,Calle Caramuel nº 51,CALLE UTEBO 8,7
Oficina de Atención a la Ciudadanía.(OAC) Centro. Línea Madrid,106.86563218403091,Calle Atocha nº 95,CALLE ATOCHA 70,17
Oficina de Atención a la Ciudadanía.(OAC) Chamartín. Línea Madrid,103.62896970478016,Calle María Francisca nº 1,CALLE PRINCIPE DE VERGARA 142,4
Oficina de Atención a la Ciudadanía.(OAC) Chamberí. Línea Madrid,175.51767832388495,Calle Manuel Silvela nº 20,CALLE PALAFOX 4,19
Oficina de Atención a la Ciudadanía.(OAC) Ciudad Lineal. Línea Madrid,832.2272028102101,Calle Gutierre de Cetina nº 77,CALLE HERMANOS GARCIA NOBLEJAS 16,6
Oficina de Atención a la Ciudadanía.(OAC) Fuencarral - El Pardo. Línea Madrid,2211.124234902254,Calle Azucenas nº 1,AVENIDA MONFORTE DE LEMOS 40,12
Oficina de Atención a la Ciudadanía.(OAC) Hortaleza. Línea Madrid,2210.194733306822,Calle Condesa de Venadito nº 2,CARRETERA CANILLAS 2,12
Oficina de Atención a la Ciudadanía.(OAC) Latina. Línea Madrid,4804.53544304538,Calle Caramuel nº 51,AVENIDA LAS AGUILAS 2,7
Oficina de Atención a la Ciudadanía.(OAC) Moncloa - Aravaca. Línea Madrid,143.0560760470925,Paseo de Moret nº 2,PLAZA MONCLOA 1,12
Oficina de Atención a la Ciudadanía.(OAC) Moratalaz. Línea Madrid,333.2762192086215,Calle Hacienda de Pavones nº 342,CALLE FUENTE CARRANTONA 8,18
Oficina de Atención a la Ciudadanía.(OAC) Puente de Vallecas. Línea Madrid,317.623322419935,Calle Arroyo del Olivar nº 6,AVENIDA ALBUFERA 42,24
Oficina de Atención a la Ciudadanía.(OAC) Retiro. Línea Madrid,168.88800136705373,Calle León Gil de Palacio nº 3,PLAZA DAOIZ Y VELARDE 1,10
Oficina de Atención a la Ciudadanía.(OAC) Salamanca. Línea Madrid,71.99586979018876,Calle Ayala nº 44,CALLE VELAZQUEZ 52,1
Oficina de Atención a la Ciudadanía.(OAC) San Blas - Canillejas. Línea Madrid,3540.3382140310687,Calle Gutierre de Cetina nº 77,AVENIDA ARCENTALES 28,6
Oficina de Atención a la Ciudadanía.(OAC) Tetuán. Línea Madrid,473.4290679324835,Calle Azucenas nº 1,CALLE SIMANCAS 6,12
Oficina de Atención a la Ciudadanía.(OAC) Usera. Línea Madrid,1374.4379251266034,Calle San Delfín nº 9,AVENIDA RAFAELA YBARRA 41,17
Oficina de Atención a la Ciudadanía.(OAC) Vicálvaro. Línea Madrid,3198.5003346825956,Calle Hacienda de Pavones nº 342,PLAZA DON ANTONIO DE ANDRES 18,18
Oficina de Atención a la Ciudadanía.(OAC) Villa de Vallecas. Línea Madrid,2803.1617197791948,Calle Hacienda de Pavones nº 342,PASEO FEDERICO GARCIA LORCA 12,18
